"tick","Remaining Humans","Remaining Zombies"
1.0,0,150
2.0,0,150
3.0,0,150
4.0,0,150
5.0,0,150
6.0,0,150
7.0,0,150
8.0,0,150
9.0,0,150
10.0,0,150
11.0,0,150
12.0,0,150
13.0,0,150
14.0,0,150
15.0,0,150
16.0,0,150
17.0,0,150
18.0,0,150
19.0,0,150
20.0,0,150
21.0,0,150
22.0,0,150
23.0,0,150
24.0,0,150
25.0,0,150
26.0,0,150
27.0,0,150
28.0,0,150
29.0,0,150
30.0,0,150
31.0,0,150
32.0,0,150
33.0,0,150
34.0,0,150
35.0,0,150
36.0,0,150
37.0,0,150
38.0,0,150
39.0,0,150
40.0,0,150
41.0,0,150
42.0,0,150
43.0,0,150
44.0,0,150
45.0,0,150
46.0,0,150
47.0,0,150
