"tick","Remaining Humans","Remaining Zombies"
1.0,1,150
2.0,1,150
3.0,1,150
4.0,1,150
5.0,1,150
6.0,1,150
7.0,1,150
8.0,1,150
9.0,1,150
10.0,1,150
11.0,1,150
12.0,1,150
13.0,1,150
14.0,1,150
15.0,1,150
16.0,1,150
17.0,1,150
18.0,1,150
19.0,1,150
20.0,1,150
21.0,1,150
22.0,1,150
23.0,1,150
24.0,1,150
25.0,1,150
26.0,1,150
27.0,1,150
28.0,1,150
29.0,1,150
30.0,1,150
31.0,1,150
32.0,1,150
33.0,1,150
34.0,1,150
35.0,1,150
36.0,1,150
37.0,1,150
38.0,1,150
39.0,1,150
40.0,1,150
41.0,1,150
42.0,1,150
43.0,1,150
44.0,1,150
45.0,1,150
46.0,1,150
47.0,1,150
48.0,1,150
49.0,1,150
50.0,1,150
51.0,1,150
52.0,1,150
53.0,1,150
54.0,1,150
55.0,1,150
56.0,1,150
57.0,1,150
58.0,1,150
59.0,1,150
60.0,1,150
61.0,1,150
62.0,1,150
63.0,1,150
64.0,1,150
65.0,1,150
66.0,1,150
67.0,1,150
68.0,1,150
69.0,1,150
70.0,1,150
71.0,1,150
72.0,1,150
73.0,1,150
74.0,1,150
75.0,1,150
76.0,1,150
77.0,1,150
78.0,1,150
79.0,1,150
80.0,1,150
81.0,1,150
82.0,1,150
83.0,1,150
84.0,1,150
85.0,1,150
86.0,1,150
87.0,1,150
88.0,1,150
89.0,1,150
90.0,1,150
91.0,1,150
92.0,1,150
93.0,1,150
94.0,1,150
95.0,1,150
96.0,1,150
97.0,1,150
98.0,1,150
99.0,1,150
100.0,1,150
101.0,1,150
102.0,1,150
103.0,1,150
104.0,1,150
105.0,1,150
106.0,1,150
107.0,1,150
108.0,1,150
109.0,1,150
110.0,1,150
111.0,1,150
112.0,1,150
113.0,1,150
114.0,1,150
115.0,1,150
116.0,1,150
117.0,1,150
118.0,1,150
119.0,1,150
120.0,1,150
121.0,1,150
122.0,1,150
123.0,1,150
124.0,1,150
125.0,1,150
126.0,1,150
127.0,1,150
128.0,1,150
129.0,1,150
130.0,1,150
131.0,1,150
132.0,1,150
133.0,1,150
134.0,1,150
135.0,1,150
136.0,1,150
137.0,1,150
138.0,1,150
139.0,1,150
140.0,1,150
141.0,1,150
142.0,1,150
143.0,1,150
144.0,1,150
145.0,1,150
146.0,1,150
147.0,1,150
148.0,1,150
149.0,1,150
150.0,1,150
151.0,1,150
152.0,1,150
153.0,1,150
154.0,1,150
155.0,1,150
156.0,1,150
157.0,1,150
158.0,1,150
159.0,1,150
160.0,1,150
161.0,1,150
162.0,1,150
163.0,1,150
164.0,1,150
165.0,1,150
166.0,1,150
167.0,1,150
168.0,1,150
169.0,1,150
170.0,1,150
171.0,1,150
172.0,1,150
173.0,1,150
174.0,1,150
175.0,1,150
176.0,1,150
